,Unnamed: 0,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
3,3,3,0.6856578791800604,0.3143421208199403,0.37131575836012,2.181247226402774,0.458453305015388,20.852668257220163,14.297796292490942,6.554871964729234,False,False,False,4657,3164,1493,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5613716113147162,0.4386283886852846,0.1227432226294316,1.2798341963166908,0.7813512116475385,68.808953014055,38.62739282637866,30.181560187676403,False,False,False,4951,2720,2231,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4895122296297441,0.510487770370255,-0.0209755407405108,0.958910786980661,1.042849880903642,178.74003823934063,87.49543464264536,91.24460359669511,False,False,False,3641,1806,1835,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4456228232066783,0.5543771767933225,-0.1087543535866442,0.8038260625812361,1.244050232445577,406.0891418229326,180.9625898527124,225.12655197022053,False,False,False,2238,985,1253,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4839705093506566,0.5160294906493431,-0.0320589812986864,0.9378737419476836,1.066241600839894,721.4998891135655,349.1846688307345,372.3152202828307,False,False,False,1045,497,548,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5131102423468417,0.4868897576531586,0.026220484693683,1.0538530217190594,0.948898925553002,984.1341903429242,504.96933290867065,479.1648574342538,False,False,False,371,191,180,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5154057602796408,0.484594239720359,0.0308115205592817,1.0635821023730323,0.9402189053095475,839.6866396816619,432.77933092178375,406.907308759878,False,False,False,84,43,41,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5375061603757003,0.4624938396242993,0.0750123207514009,1.1621909619646744,0.8604437934274658,449.6627821388496,241.69651549130808,207.96626664754135,False,False,False,13,7,6,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5016232938916823,0.4983767061083177,3.0,sbm,False,[10],[[0.5]],0.5,10.0,20.0,10.0,10.0,pyr,1000.0,,1.667564868927002,42229.0,9035.0,33194.0,1779285243.0,1.6924002170562744,2024-11-10 17:33:41.324136
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.353614254610219,0.6463857453897812,-0.2927714907795622,0.5470638192941335,1.827940296417851,10.885945194339948,3.849425395624217,7.036519798715735,False,False,False,4201,1556,2645,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4277304679255108,0.572269532074489,-0.1445390641489781,0.7474283426814265,1.3379208987612958,19.488608278007504,8.335871537969133,11.152736740038367,False,False,False,2733,1138,1595,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.492717770287805,0.5072822297121948,-0.0145644594243897,0.971289237881144,1.0295594360558225,36.10739980521265,17.790757522914703,18.31664228229794,False,False,False,1961,971,990,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.583827501609407,0.4161724983905929,0.167655003218814,1.4028497891311016,0.7128346938836416,61.74548085999488,36.048709826162266,25.696771033832604,False,False,False,1252,703,549,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.3984985280429055,0.6015014719570942,-0.2030029439141887,0.66250632229763,1.5094195577363134,80.96634649656599,32.2649698998934,48.70137659667256,False,False,False,625,265,360,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5567972096281063,0.4432027903718936,0.1135944192562127,1.2563034839218747,0.7959860119771717,66.14515728828977,36.82943900853194,29.31571827975782,False,False,False,190,95,95,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5742176166552253,0.4257823833447748,0.1484352333104504,1.3486176016593336,0.7415000358660632,30.186602190523605,17.333678764761867,12.85292342576174,False,False,False,35,20,15,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.6666666666666663,0.3333333333333338,0.3333333333333325,1.999999999999996,0.500000000000001,4.882812499999997,3.25520833333333,1.627604166666668,False,False,False,3,2,1,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5409199744262373,0.4590800255737625,4.0,sbm,False,[10],[[0.5]],0.5,10.0,17.0,3.0,14.0,pyr,1000.0,,1.6303131580352783,40824.0,8663.0,32161.0,347749838.0,1.6550078392028809,2024-11-10 17:33:41.336381
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.2124805990308436,0.7875194009691554,-0.5750388019383117,0.2698099866103056,3.7063120330098425,5.061202821869432,1.0754074074074134,3.985795414462014,False,False,False,2190,427,1763,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.6020240700218872,0.3979759299781127,0.2040481400437744,1.5127147766323363,0.6610631531122069,9.618761904761948,5.790726190476268,3.8280357142856793,False,False,False,1826,1244,582,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.6267181622093265,0.3732818377906736,0.253436324418653,1.67894094692272,0.5956135633197045,19.013466604117927,11.916084847361192,7.097381756756737,False,False,False,2082,1491,591,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5713692324248905,0.4286307675751095,0.1427384648497809,1.3330103101494426,0.7501817445717212,26.021522875929044,14.867897552146305,11.153625323782736,False,False,False,1076,633,443,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4714797630120963,0.5285202369879036,-0.0570404739758073,0.8920751373667593,1.1209818075995426,26.656763529989707,12.56812455178904,14.088638978200668,False,False,False,589,306,283,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5358267549586102,0.4641732450413897,0.0716535099172205,1.1543680310803592,0.866274856090836,18.035106527394248,9.66369260590651,8.371413921487738,False,False,False,211,98,113,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.6538461538461539,0.3461538461538461,0.3076923076923077,1.8888888888888893,0.5294117647058822,5.258333885063554,3.438141386387709,1.820192498675845,False,False,False,26,17,9,,,,,,,,,,,,,,,,,,,,,,
10,10,10,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5384312370448536,0.461568762955146,5.0,sbm,False,[10],[[0.5]],0.5,10.0,23.0,13.0,10.0,pyr,1000.0,,1.7068448066711426,43149.0,9407.0,33742.0,2843683941.0,1.7332940101623535,2024-11-10 17:33:41.303315
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.7022296617739415,0.297770338226058,0.4044593235478835,2.3582928573659023,0.4240355462539758,14.71033016014403,10.330030172940951,4.3802999872030695,False,False,False,4583,3269,1314,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5900042915679076,0.409995708432093,0.1800085831358145,1.4390499203618592,0.6949029257779625,30.688648995863783,18.106434609980788,12.582214385883011,False,False,False,3174,1906,1268,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5523486767558273,0.4476513232441727,0.1046973535116545,1.2338814788994763,0.8104506122353989,86.29241456023867,47.66350099641311,38.62891356382556,False,False,False,2823,1589,1234,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4996144710206128,0.5003855289793868,-0.0007710579587739,0.9984590722270754,1.0015433058958416,197.70056868451468,98.77406504378814,98.92650364072648,False,False,False,1979,981,998,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5289566897698909,0.4710433102301091,0.0579133795397817,1.1229470375271662,0.8905139481930449,348.49695218306107,184.33979422164796,164.15715796141313,False,False,False,1025,532,493,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5507444483951242,0.4492555516048754,0.1014888967902486,1.2259046024644549,0.815724158298847,393.9519669982456,216.9668587586229,176.98510823962252,False,False,False,337,183,154,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5080780864128669,0.4919219135871326,0.0161561728257341,1.0328429622252893,0.9682013980571372,291.9582331145858,148.33758039334046,143.62065272124522,False,False,False,73,36,37,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.6636002545171789,0.336399745482821,0.3272005090343577,1.9726538543147232,0.5069313087102088,78.24444425495753,51.92303312214503,26.321411132812493,False,False,False,6,4,2,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.4859023296567468,0.5140976703432532,6.0,sbm,False,[10],[[0.5]],0.5,10.0,20.0,10.0,10.0,pyr,1000.0,,1.6642379760742188,42229.0,9035.0,33194.0,1121168978.0,1.687386989593506,2024-11-10 17:33:41.314162
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.6406812506737715,0.3593187493262287,0.2813625013475426,1.7830443078050766,0.5608385588751844,10.98491939399322,7.037831895894144,3.947087498099079,False,False,False,3945,2519,1426,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4756750428574439,0.5243249571425557,-0.0486499142851118,0.907214192987795,1.1022755240486557,23.90257481593433,11.36985829997282,12.532716515961496,False,False,False,2741,1282,1459,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5304564646275208,0.4695435353724791,0.0609129292550416,1.1297279691151976,0.8851688435962152,60.2475796516688,31.958718104389188,28.2888615472796,False,False,False,2409,1379,1030,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4716503649991188,0.5283496350008811,-0.0566992700017622,0.892686080872058,1.1202146212732564,104.46197441254924,49.26952836020747,55.19244605234177,False,False,False,1351,658,693,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4182914617461171,0.581708538253883,-0.1634170765077659,0.7190739592746986,1.3906775333773185,109.9104552037388,45.97460496835303,63.935850235385786,False,False,False,458,180,278,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5010692623476705,0.4989307376523297,0.0021385246953406,1.0042862155685242,0.9957320776666264,57.426288633354886,28.774548084879545,28.651740548475352,False,False,False,88,42,46,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.8758947775991093,0.1241052224008906,0.7517895551982187,7.057678642803216,0.141689647632187,10.023001018514837,8.779094247987699,1.2439067705271374,False,False,False,8,7,1,,,,,,,,,,,,,,,,,,,,,,
10,10,10,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5200594746994687,0.4799405253005311,7.0,sbm,False,[10],[[0.5]],0.5,10.0,22.0,13.0,9.0,pyr,1000.0,,0.8761720657348633,42619.0,9315.0,33304.0,1281646427.0,0.8904750347137451,2024-11-10 17:33:44.890662
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.3966231915547577,0.6033768084452428,-0.2067536168904851,0.6573391386665332,1.5212847389987805,15.074354359578429,5.978838536723372,9.095515822855065,False,False,False,4488,1787,2701,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4089457895605938,0.5910542104394066,-0.1821084208788128,0.6918921857549611,1.4453118861414018,37.29849206070463,15.253061285184392,22.04543077552025,False,False,False,3631,1558,2073,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.6113527130887803,0.3886472869112198,0.2227054261775604,1.573027095975673,0.6357169578059608,90.9803813655578,55.62110298568568,35.359278379872144,False,False,False,2686,1624,1062,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5320698514431272,0.4679301485568721,0.064139702886255,1.1370711057709493,0.8794524765643277,176.515806458371,93.91873891966924,82.59706753870164,False,False,False,1497,801,696,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4679288844748758,0.5320711155251237,-0.0641422310502478,0.8794480114054996,1.1370768789411885,227.5175903625234,106.46205225674734,121.05553810577597,False,False,False,547,263,284,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5256449160035059,0.4743550839964939,0.051289832007012,1.1081253974868142,0.9024249442057384,210.99998339241623,110.91106854704778,100.08891484536842,False,False,False,142,75,67,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.6657405910643235,0.3342594089356763,0.3314811821286471,1.99168841105812,0.5020865685856616,42.97934145707393,28.613092185187774,14.36624927188614,False,False,False,9,6,3,,,,,,,,,,,,,,,,,,,,,,
10,10,10,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.4838182323121789,0.5161817676878209,8.0,sbm,False,[10],[[0.5]],0.5,10.0,22.0,9.0,13.0,pyr,1000.0,,0.879612922668457,42995.0,9283.0,33712.0,2640136520.0,0.8941447734832764,2024-11-10 17:33:44.961588
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.407342795423871,0.5926572045761292,-0.1853144091522582,0.6873160273402972,1.4549347901425986,9.720365792308934,3.959520974381692,5.760844817927245,False,False,False,2971,1149,1822,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4253547545227986,0.5746452454772009,-0.1492904909544022,0.7402040787261236,1.3509787756384428,36.51201201344791,15.530557907113607,20.98145410633428,False,False,False,4153,1768,2385,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5267416015620118,0.4732583984379883,0.0534832031240234,1.1130105737173337,0.8984640610017832,84.55244848642464,44.53729213172881,40.01515635469583,False,False,False,3062,1585,1477,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4748556161032596,0.5251443838967406,-0.050288767793481,0.9042382069854348,1.1059032810987024,154.03530053067894,73.1445275351463,80.89077299553267,False,False,False,1717,813,904,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.516083096026309,0.4839169039736907,0.0321661920526182,1.06647048654115,0.9376724556562912,233.3534559237732,120.4297740015797,112.92368192219342,False,False,False,795,417,378,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4517977145467415,0.5482022854532584,-0.0964045709065168,0.8241441645453763,1.2133799437282082,232.64611008284,105.10898083361676,127.53712924922324,False,False,False,258,116,142,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4183271391876095,0.5816728608123902,-0.1633457216247807,0.7191794002617814,1.3904736420926405,109.07023568036864,45.62703966268695,63.44319601768168,False,False,False,41,18,23,,,,,,,,,,,,,,,,,,,,,,
10,10,10,1.0,0.0,1.0,,0.0,14.90314581021085,14.90314581021085,0.0,False,False,True,3,3,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5369441284195721,0.463055871580428,9.0,sbm,False,[10],[[0.5]],0.5,10.0,18.0,10.0,8.0,pyr,1000.0,,1.6462819576263428,41335.0,8787.0,32548.0,1846011679.0,1.6686749458312988,2024-11-10 17:33:41.303326
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5127456804329517,0.4872543195670482,0.0254913608659034,1.0523163363406485,0.9502845916822176,11.2642933715857,5.775717769410097,5.488575602175602,False,False,False,4009,2170,1839,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.3576393919166556,0.6423606080833436,-0.2847212161666879,0.5567579758412793,1.7961125720542537,23.136787710248665,8.274626687598085,14.862161022650564,False,False,False,2759,972,1787,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4861098574414076,0.513890142558593,-0.0277802851171852,0.9459411986794088,1.057148162482045,38.96819507372203,18.94282375203598,20.025371321686077,False,False,False,1536,713,823,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.6373534211802636,0.3626465788197363,0.2747068423605272,1.7575056774410602,0.5689882046105288,46.12638474490286,29.398809123840955,16.7275756210619,False,False,False,578,346,232,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5977927294291149,0.4022072705708851,0.1955854588582297,1.4862802668400787,0.6728206128485176,29.09707256794672,17.394018428789895,11.703054139156826,False,False,False,118,71,47,,,,,,,,,,,,,,,,,,,,,,
8,8,8,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
9,9,9,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10,10,10,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.4875066353865511,0.5124933646134483,10.0,sbm,False,[10],[[0.5]],0.5,10.0,23.0,11.0,12.0,pyr,1000.0,,1.7068428993225098,43308.0,9439.0,33869.0,2548891259.0,1.732381820678711,2024-11-10 17:33:41.320942
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.1916830278920479,0.8083169721079525,-0.6166339442159046,0.2371384425990356,4.216945970632207,16.092444362954044,3.08464846167535,13.0077959012787,False,False,False,4883,820,4063,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.7079810953470704,0.2920189046529294,0.415962190694141,2.4244358295519284,0.4124670935030748,36.45756110182483,25.81126404255269,10.646297059272133,False,False,False,3615,2671,944,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4477553320415047,0.5522446679584949,-0.1044893359169902,0.8107915893452441,1.2333625720113246,85.69432684624991,38.37009177111586,47.32423507513402,False,False,False,2773,1196,1577,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4367204842541941,0.5632795157458058,-0.1265590314916116,0.7753175324970905,1.289794127032401,155.61221797062035,67.95904318799853,87.6531747826218,False,False,False,1562,680,882,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5919354654055266,0.4080645345944725,0.1838709308110539,1.4505927744830402,0.6893733497027643,260.15034732910146,153.99221692166105,106.15813040744018,False,False,False,803,482,321,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4048313568749842,0.5951686431250155,-0.1903372862500312,0.680196044518342,1.4701643857810385,302.0274595911358,122.270186279784,179.75727331135175,False,False,False,293,110,183,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5783165801607322,0.4216834198392677,0.1566331603214644,1.3714472823739858,0.7291567184915722,198.85048735979095,114.99853381320922,83.85195354658174,False,False,False,60,36,24,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.374003193145822,0.6259968068541782,-0.2519936137083562,0.5974522378561327,1.6737739632348678,107.68504412002947,40.27455035493975,67.41049376508975,False,False,False,11,4,7,,,,,,,,,,,,,,,,,,,,,,
