,Unnamed: 0,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
18,18,18,0.475880806374383,0.5241191936256172,-0.0482383872512341,0.9079629446165804,1.101366532554129,125450815741969.62,59699635355612.66,65751180386357.01,False,False,False,103,45,58,,,,,,,,,,,,,,,,,,,,,,
19,19,19,0.4996766622759414,0.5003233377240552,-0.0006466754481138,0.998707484941527,1.001294187815713,590208197204823.6,294913262027206.9,295294935177614.75,False,False,False,40,19,21,,,,,,,,,,,,,,,,,,,,,,
20,20,20,0.5599838425426816,0.4400161574573181,0.1199676850853635,1.2726438178511672,0.7857658097050905,1286513854704287.8,720426971841704.2,566086882862583.1,False,False,False,12,7,5,,,,,,,,,,,,,,,,,,,,,,
21,21,21,0.4977004151911128,0.5022995848088876,-0.0045991696177746,0.9908437718109512,1.0092408394234684,1.3481491516388664e+16,6709743925102104.0,6771747591286566.0,False,False,False,7,3,4,,,,,,,,,,,,,,,,,,,,,,
22,22,22,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
23,23,23,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
24,24,24,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
25,25,25,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,26,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
27,27,27,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
28,28,28,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
29,29,29,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
30,30,30,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.3829226751987618,0.6170773248012404,1.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,154.0,75.0,79.0,pyr,1000.0,,2.5866811275482178,111840.0,26043.0,85797.0,4259459283.0,2.7067205905914307,2024-11-10 23:13:08.169969
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5217165870241453,0.4782834129758551,0.0434331740482902,1.0908105379989057,0.9167494859689402,160.9312135872441,83.96048349839074,76.9707300888534,False,False,False,11701,6102,5599,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4819358699787533,0.5180641300212471,-0.0361282600424937,0.9302629579063656,1.074964870417482,1271.3958372809727,612.7312589273711,658.6645783536021,False,False,False,15006,7234,7772,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5079092903494686,0.4920907096505308,0.0158185806989378,1.03214566011655,0.9688555003826492,9563.949535339963,4857.618821432652,4706.330713907308,False,False,False,16307,8326,7981,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5015539872401301,0.4984460127598678,0.0031079744802623,1.006235328201451,0.9938033101932569,71234.681251197,35728.0384113176,35506.642839879256,False,False,False,16294,8194,8100,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5009093514992033,0.4990906485007963,0.0018187029984069,1.0036440334113057,0.9963691973548434,518161.5662074478,259551.97410078417,258609.59210666345,False,False,False,15088,7514,7574,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5058552163101611,0.494144783689838,0.011710432620323,1.02369838356459,0.9768502285975385,3708576.769637628,1876002.9040078807,1832573.865629744,False,False,False,13343,6717,6626,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5036832606067961,0.4963167393932038,0.0073665212135923,1.0148423791278904,0.9853746951909464,25638360.898320783,12913613.21388,12724747.684440782,False,False,False,11015,5497,5518,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5091105395273055,0.4908894604726934,0.018221079054612,1.0371184971807428,0.9642099747698608,169808109.03446466,86451098.00664781,83357011.02781665,False,False,False,8700,4450,4250,,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.5109646612260217,0.4890353387739796,0.021929322452042,1.044841999572095,0.9570825066464982,1052770020.9354163,537928277.0961769,514841743.839241,False,False,False,6272,3190,3082,,,,,,,,,,,,,,,,,,,,,,
12,12,12,0.4803658796046212,0.5196341203953774,-0.0392682407907561,0.9244309808584588,1.0817465237603408,6375627993.907574,3062634149.3252583,3312993844.5823064,False,False,False,4394,2106,2288,,,,,,,,,,,,,,,,,,,,,,
13,13,13,0.4903015909338424,0.509698409066159,-0.0193968181323165,0.9619445189796564,1.0395609936638648,35998832329.12108,17650284762.728706,18348547566.392426,False,False,False,2900,1438,1462,,,,,,,,,,,,,,,,,,,,,,
14,14,14,0.5225182550460851,0.4774817449539146,0.0450365100921704,1.0943209045541986,0.9138087336523806,202573359004.07413,105848278065.63297,96725080938.44112,False,False,False,1790,933,857,,,,,,,,,,,,,,,,,,,,,,
15,15,15,0.4943054832468117,0.5056945167531876,-0.0113890335063757,0.97747843188117,1.0230404757632217,1026216068291.9442,507264229552.6926,518951838739.2508,False,False,False,1062,520,542,,,,,,,,,,,,,,,,,,,,,,
16,16,16,0.4776267603795383,0.5223732396204626,-0.0447464792409241,0.9143400238621808,1.0936850339067414,5100752677472.353,2436255976838.376,2664496700633.981,False,False,False,586,277,309,,,,,,,,,,,,,,,,,,,,,,
17,17,17,0.4848151974941796,0.5151848025058186,-0.0303696050116388,0.9410510464130084,1.0626416110068486,23029941550342.85,11165265661008.885,11864675889333.928,False,False,False,288,147,141,,,,,,,,,,,,,,,,,,,,,,
18,18,18,0.5247793244507616,0.4752206755492407,0.0495586489015208,1.1042855486963885,0.9055628783519828,102149514775474.16,53605953356846.43,48543561418627.984,False,False,False,160,78,82,,,,,,,,,,,,,,,,,,,,,,
19,19,19,0.4790962708596477,0.5209037291403519,-0.0418074582807041,0.9197405279672328,1.0872631678090263,361340570978243.1,173116920065972.12,188223650912270.84,False,False,False,65,30,35,,,,,,,,,,,,,,,,,,,,,,
20,20,20,0.493418694272328,0.506581305727673,-0.0131626114553449,0.9740167840650226,1.026676353385347,921223649331629.4,454548970186001.6,466674679145628.8,False,False,False,21,11,10,,,,,,,,,,,,,,,,,,,,,,
21,21,21,0.708782077487652,0.2912179225123465,0.4175641549753054,2.4338545903114954,0.4108708893212949,2251535203866836.5,1595847799333320.5,655687404533512.8,False,False,False,4,3,1,,,,,,,,,,,,,,,,,,,,,,
22,22,22,0.0,1.0,-1.0,0.0,,9473299864133228.0,0.0,9473299864133228.0,False,True,False,2,0,2,,,,,,,,,,,,,,,,,,,,,,
23,23,23,0.4190209790209792,0.5809790209790235,-0.1619580419580442,0.7212325469427031,1.3865153538050787,7.589960459442237e+16,3.180352662446008e+16,4.40960779699625e+16,False,False,False,2,1,1,,,,,,,,,,,,,,,,,,,,,,
24,24,24,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
25,25,25,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,26,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
27,27,27,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
28,28,28,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
29,29,29,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
30,30,30,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.3704631498838663,0.6295368501161328,2.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,156.0,72.0,84.0,pyr,1000.0,,2.6082868576049805,112274.0,26291.0,85983.0,1535995910.0,2.7214832305908203,2024-11-10 23:13:33.236522
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5181670154550251,0.4818329845449752,0.0363340309100499,1.0754079361012665,0.9298796916315806,176.14507756251072,91.27256912766008,84.87250843485069,False,False,False,12390,6300,6090,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4718674093856529,0.5281325906143479,-0.0562651812286949,0.8934639099563148,1.1192393882466884,1402.0974861197903,661.604108481482,740.4933776383095,False,False,False,15585,7324,8261,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4947020635112329,0.5052979364887671,-0.0105958729775341,0.9790304447883498,1.0214186957344145,10513.3683863982,5200.985035204952,5312.38335119325,False,False,False,16467,8176,8291,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5066176700683175,0.4933823299316835,0.0132353401366339,1.0268257279065236,0.9738750917731528,81565.23052378795,41322.38704654666,40242.84347724137,False,False,False,16531,8360,8171,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4962828540083346,0.5037171459916646,-0.00743429198333,0.9852411377248352,1.0149799492835292,609462.8219570316,302465.94869280915,306996.873264222,False,False,False,15393,7645,7748,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4858142182028944,0.5141857817971041,-0.0283715635942096,0.9448223490446398,1.058400027276189,4441083.56582202,2157541.5405035475,2283542.025318466,False,False,False,13431,6539,6892,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5018983889776423,0.4981016110223562,0.003796777955286,1.007622496838533,0.9924351660840752,30956110.166477226,15536821.821569333,15419288.344907844,False,False,False,10947,5478,5469,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5029962772853355,0.4970037227146642,0.0059925545706712,1.0120573635503969,0.988086284449235,212705178.2743685,106989912.831321,105715265.44304748,False,False,False,8739,4420,4319,,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.5013589112125322,0.4986410887874679,0.0027178224250642,1.0054504582277268,0.9945790882254566,1357787383.7870848,680738804.3936055,677048579.3934796,False,False,False,6339,3190,3149,,,,,,,,,,,,,,,,,,,,,,
12,12,12,0.507705409347136,0.4922945906528639,0.015410818694272,1.031304058559398,0.9696461404378396,8292293219.996816,4210042123.684964,4082251096.311851,False,False,False,4427,2252,2175,,,,,,,,,,,,,,,,,,,,,,
13,13,13,0.4946882616908997,0.5053117383090999,-0.0106234766182002,0.9789763905866328,1.021475093388891,47676012293.98069,23584763646.06327,24091248647.9174,False,False,False,2866,1402,1464,,,,,,,,,,,,,,,,,,,,,,
14,14,14,0.4977433136127695,0.5022566863872299,-0.0045133727744603,0.9910138124652448,1.0090676713298286,267504389369.4442,133148521170.70769,134355868198.73636,False,False,False,1798,890,908,,,,,,,,,,,,,,,,,,,,,,
15,15,15,0.5133565192478599,0.4866434807521405,0.0267130384957193,1.0548924203288053,0.9479639636507242,1393704440216.8066,715467260289.9868,678237179926.8203,False,False,False,1032,526,506,,,,,,,,,,,,,,,,,,,,,,
16,16,16,0.4503675526551079,0.5496324473448928,-0.0992648946897848,0.8193976808150548,1.2204086286957758,7260808125925.07,3270032385971.1943,3990775739953.881,False,False,False,582,271,311,,,,,,,,,,,,,,,,,,,,,,
17,17,17,0.5167988299820041,0.4832011700179938,0.0335976599640102,1.0695314126883406,0.9349889008742917,29204142172446.11,15092666505348.252,14111475667097.797,False,False,False,263,134,129,,,,,,,,,,,,,,,,,,,,,,
18,18,18,0.5901305979925002,0.4098694020074989,0.1802611959850013,1.4398015443507133,0.6945401634854863,119094541531706.69,70281333011748.72,48813208519957.86,False,False,False,125,76,49,,,,,,,,,,,,,,,,,,,,,,
19,19,19,0.4521942344332169,0.5478057655667814,-0.0956115311335645,0.8254645402743415,1.2114390760718226,492358490458566.6,222641670659605.84,269716819798959.9,False,False,False,58,26,32,,,,,,,,,,,,,,,,,,,,,,
20,20,20,0.2656019736923751,0.7343980263076243,-0.4687960526152491,0.3616594328660681,2.76503226274296,1869018866715480.5,496415099867917.9,1372603766847561.5,False,False,False,20,8,12,,,,,,,,,,,,,,,,,,,,,,
21,21,21,0.7161170478887245,0.2838829521112735,0.432234095777451,2.52257855768679,0.3964197653836407,5427419301583767.0,3886667487904450.5,1540751813679306.5,False,False,False,6,4,2,,,,,,,,,,,,,,,,,,,,,,
22,22,22,0.0,1.0,-1.0,0.0,,4727913040377357.0,0.0,4727913040377357.0,False,True,False,1,0,1,,,,,,,,,,,,,,,,,,,,,,
23,23,23,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
24,24,24,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
25,25,25,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,26,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
27,27,27,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
28,28,28,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
29,29,29,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
30,30,30,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.3826234746562018,0.6173765253437984,3.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,158.0,69.0,89.0,pyr,1000.0,,2.95554780960083,114109.0,26539.0,87570.0,1779285243.0,3.0770139694213867,2024-11-10 23:13:42.932582
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5630395387300476,0.4369604612699523,0.1260790774600952,1.288536580846852,0.7760742029867558,200.5386420432557,112.9111845135848,87.62745752967085,False,False,False,13313,7633,5680,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4846871371079105,0.5153128628920886,-0.030625725784178,0.940568675867516,1.0631865866441583,1583.1668684497145,767.3406170329881,815.826251416725,False,False,False,16268,7890,8378,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4930536952813983,0.5069463047186018,-0.0138926094372034,0.9725955011252818,1.0281766662944785,12392.282776508857,6110.060815929718,6282.221960579139,False,False,False,17114,8418,8696,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4951000812868507,0.5048999187131472,-0.0097998374262965,0.9805905347513748,1.0197936493987745,99216.7995113574,49122.245503094215,50094.554008262974,False,False,False,17315,8577,8738,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.497951581043166,0.502048418956834,-0.004096837913668,0.9918397553722398,1.0082273820781642,753087.1946142259,375000.9592215162,378086.23539270967,False,False,False,15676,7865,7811,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5051717449893026,0.4948282550106956,0.0103434899786069,1.02090319191329,0.9795248050169036,5605149.258834286,2831563.0320108123,2773586.226823464,False,False,False,13676,6882,6794,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4992516556884593,0.5007483443115416,-0.0014966886230822,0.9970110962121302,1.0029978641152797,39554796.09161237,19747797.439156875,19806998.65245553,False,False,False,11017,5537,5480,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4986023862010205,0.5013976137989801,-0.0027952275979595,0.994425127840596,1.005606125592894,272940334.4049079,136088702.02479157,136851632.38011646,False,False,False,8566,4308,4258,,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.493707204055378,0.5062927959446216,-0.0125855918892435,0.9751416729804304,1.0254920158868734,1718452070.314378,848412166.9380875,870039903.37629,False,False,False,6014,3010,3004,,,,,,,,,,,,,,,,,,,,,,
12,12,12,0.5074252824692468,0.4925747175307544,0.0148505649384923,1.0301488574422522,0.970733494266927,11211310953.272268,5688902627.314741,5522408325.9575405,False,False,False,4244,2122,2122,,,,,,,,,,,,,,,,,,,,,,
13,13,13,0.4738224334972106,0.5261775665027862,-0.0523551330055756,0.9004991160046,1.1104952600474198,63651298664.86999,30159413228.64645,33491885436.22333,False,False,False,2659,1259,1400,,,,,,,,,,,,,,,,,,,,,,
14,14,14,0.5219490661768337,0.4780509338231657,0.0438981323536679,1.091827312212523,0.915895754589212,347091524759.4614,181164097226.09424,165927427533.36697,False,False,False,1574,795,779,,,,,,,,,,,,,,,,,,,,,,
15,15,15,0.4797550077715851,0.5202449922284169,-0.0404899844568318,0.9221713133971804,1.0843972106615496,1689618142236.711,810602764959.7844,879015377276.9299,False,False,False,806,396,410,,,,,,,,,,,,,,,,,,,,,,
16,16,16,0.4955304562491338,0.504469543750868,-0.0089390875017342,0.9822802236280316,1.0180394310561611,8639028924759.656,4280901944635.616,4358126980124.056,False,False,False,446,227,219,,,,,,,,,,,,,,,,,,,,,,
17,17,17,0.4034980617472555,0.5965019382527441,-0.1930038765054885,0.6764404872332355,1.4783266508635249,29761451402665.914,12008687955760.836,17752763446905.066,False,False,False,178,79,99,,,,,,,,,,,,,,,,,,,,,,
18,18,18,0.3750981244431444,0.624901875556857,-0.2498037511137126,0.6002512380185934,1.6659690753841043,131758493699106.94,49422363865988.87,82336129833118.25,False,False,False,73,37,36,,,,,,,,,,,,,,,,,,,,,,
19,19,19,0.3951284207329985,0.6048715792670029,-0.2097431585340043,0.6532434888275361,1.530822759205506,755920014538129.4,298685481544916.3,457234532993214.06,False,False,False,36,18,18,,,,,,,,,,,,,,,,,,,,,,
20,20,20,0.6924477739560441,0.3075522260439547,0.3848955479120892,2.25148028633381,0.444152234452093,3755434162382493.0,2600442025980238.0,1154992136402250.5,False,False,False,17,11,6,,,,,,,,,,,,,,,,,,,,,,
21,21,21,1.0,0.0,1.0,,0.0,1.1082683234752352e+16,1.1082683234752352e+16,0.0,False,False,True,4,4,0,,,,,,,,,,,,,,,,,,,,,,
22,22,22,0.8591154261057173,0.1408845738942827,0.7182308522114346,6.098009188361403,0.1639879457559017,8.999209075315138e+16,7.731359339353803e+16,1.2678497359613356e+16,False,False,False,2,1,1,,,,,,,,,,,,,,,,,,,,,,
23,23,23,0.0,1.0,-1.0,0.0,,1.330197996594732e+17,0.0,1.330197996594732e+17,False,True,False,2,0,2,,,,,,,,,,,,,,,,,,,,,,
24,24,24,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
25,25,25,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,26,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
27,27,27,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
28,28,28,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
29,29,29,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
30,30,30,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.4138832499230929,0.5861167500769084,4.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,156.0,86.0,70.0,pyr,1000.0,,2.821697950363159,112886.0,26291.0,86595.0,347749838.0,2.9359331130981445,2024-11-10 23:13:26.306127
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4848478187734356,0.5151521812265644,-0.0303043624531287,0.9411739607100666,1.0625028334247073,193.25593249935147,93.69971733733688,99.5562151620146,False,False,False,13456,6535,6921,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5149457796813938,0.4850542203186062,0.0298915593627876,1.0616251918046469,0.9419520257428228,1476.2640328821865,760.1959334281162,716.0680994540701,False,False,False,15812,8265,7547,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5014403810270469,0.4985596189729541,0.0028807620540927,1.0057781696400263,0.9942550257955046,11506.155927333575,5769.651212358763,5736.504714974826,False,False,False,16890,8502,8388,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4991884029661018,0.5008115970339,-0.0016231940677982,0.9967588728427782,1.0032516662209163,89005.9066925555,44430.71641640665,44575.190276149006,False,False,False,16739,8374,8365,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4997454984772476,0.5002545015227517,-0.0005090030455041,0.9989825118135772,1.0010185245230925,663018.523061971,331340.52230725315,331678.0007547174,False,False,False,15261,7624,7637,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4949315365001577,0.5050684634998421,-0.0101369269996844,0.9799295981985467,1.0204814731980232,4885793.750792142,2418133.4081024234,2467660.3426897177,False,False,False,13441,6695,6746,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4978392539450513,0.5021607460549483,-0.0043214921098969,0.991394205652578,1.0086804969187382,34332006.965988085,17091820.734383814,17240186.23160426,False,False,False,10925,5460,5465,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5086255067149698,0.4913744932850301,0.0172510134299396,1.035107669742094,0.9660830744778064,229036603.20714563,116493858.36250992,112542744.8446357,False,False,False,8398,4244,4154,,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.5101243801946399,0.489875619805359,0.0202487603892808,1.0413344930236093,0.9603062288817584,1458803881.6670723,744171425.9609501,714632455.7061207,False,False,False,6091,3104,2987,,,,,,,,,,,,,,,,,,,,,,
12,12,12,0.4797554072852743,0.5202445927147259,-0.0404891854294515,0.9221727894985472,1.0843954748911786,8600316690.501429,4126048436.6338553,4474268253.867575,False,False,False,4118,2024,2094,,,,,,,,,,,,,,,,,,,,,,
13,13,13,0.5033216951869224,0.496678304813076,0.0066433903738463,1.0133756403480247,0.9868009059864208,48858432421.671295,24591509030.651283,24266923391.01993,False,False,False,2630,1307,1323,,,,,,,,,,,,,,,,,,,,,,
