,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,prob_p,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
10,10,10,0.4769230769225356,0.5230769230774645,-0.0461538461549289,0.9117647058803744,1.096774193550767,194.9999999954116,92.99999999770613,101.99999999770549,False,False,False,1.5746052469315937e-12,1.5745888071938613e-12,3.149186596144648e-12,5.754899298629112e-12,6.922669106673309e-12,1.2772877652638644e-08,6.39745511877613e-09,6.3755506767507995e-09,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5030714516650587,0.4969285483349411,1.0,er,True,0.5,0.5,10.0,49.0,31.0,18.0,cx,20.0,10.0,False,False,100.0,100.0,35.64565825462341,84210.0,41826.0,42384.0,4259459283.0,35.74443602561951,2024-11-10 23:12:18.551433
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,0.4666666666666667,0.5333333333333333,-0.0666666666666666,0.875,1.1428571428571426,15.0,7.0,8.0,False,False,False,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5,0.5,1.0463405010212043e-16,1.0000000000000002,1.0,39.99999999999999,20.0,20.0,False,False,False,1.0821115497893177e-16,9.773746735086136e-17,1.0726057011753739e-16,2.7755575615628914e-16,3.3121136700345437e-16,3.891802844472395e-15,3.809860975949991e-15,4.563543348959744e-15,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.495495495495495,0.504504504504505,-0.00900900900901,0.9821428571428552,1.0181818181818203,111.00000000000011,55.000000000000014,56.00000000000013,False,False,False,3.979805003092567e-16,4.002966042486721e-16,7.881910400880703e-16,1.5501433072503545e-15,1.616509124176106e-15,1.2137600741984982e-13,7.778739414202825e-14,6.999837751340205e-14,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4771929824561396,0.5228070175438604,-0.0456140350877206,0.9127516778523465,1.0955882352941202,285.0000000000015,136.0000000000005,149.00000000000097,False,False,False,8.272837874861613e-16,8.16221591458124e-16,1.6454427809769925e-15,3.008376637767369e-15,3.653966450429673e-15,2.240525014908601e-12,1.079501273587371e-12,1.209376298888398e-12,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5061728395061713,0.4938271604938286,0.0123456790123426,1.024999999999994,0.9756097560975668,648.0000000000075,328.0000000000028,320.00000000000466,False,False,False,2.697636345148069e-15,2.6924339008921937e-15,5.4002359326123605e-15,1.1027035547636204e-14,1.0500826020382511e-14,2.3332627479372943e-11,1.2332709956449714e-11,1.1245756085302648e-11,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.511744966442951,0.4882550335570491,0.0234899328859016,1.0481099656357298,0.954098360655746,1192.000000000045,610.0000000000205,582.0000000000248,False,False,False,7.351906593153086e-15,7.345931401053494e-15,1.4707502517917997e-14,3.082691720370629e-14,2.8054514246422744e-14,1.5823477912259407e-10,7.731851779576343e-11,8.167708991360314e-11,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5051235684147171,0.494876431585283,0.0102471368294339,1.02070645554206,0.9797136038185792,1658.9999999997672,837.9999999998978,820.9999999998694,False,False,False,1.3706713823954603e-14,1.3694253356472096e-14,2.740706392078424e-14,5.594775034003065e-14,5.3700197742810383e-14,9.731370328808455e-10,4.94372411216496e-10,4.798151262084182e-10,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5058823529411993,0.4941176470588007,0.0117647058823984,1.023809523809617,0.9767441860464224,1529.9999999996803,773.9999999998732,755.9999999998072,False,False,False,3.71106058441564e-14,3.7112166873759744e-14,7.422074299387624e-14,1.519876830398519e-13,1.4503240098091391e-13,6.2376744643952155e-09,3.1179652407328213e-09,3.12028364474724e-09,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4872521246459815,0.5127478753540184,-0.0254957507080369,0.950276243094262,1.0523255813949732,706.0000000034244,344.0000000017316,362.00000000169285,False,False,False,4.819574952969324e-13,4.819599202584666e-13,9.639026587587557e-13,1.833162772049933e-12,2.030022220160585e-12,2.543378240250384e-08,1.273117673635192e-08,1.270270159438486e-08,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.506510416666661,0.4934895833333391,2.0,er,True,0.5,0.5,10.0,43.0,19.0,24.0,cx,20.0,10.0,False,False,100.0,100.0,34.25018310546875,81253.0,41877.0,39376.0,1535995910.0,34.316346883773804,2024-11-10 23:12:53.430756
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,0.4000000000000001,0.5999999999999999,-0.2,0.6666666666666664,1.5,10.0,4.0,6.0,False,False,False,5.551115123125783e-17,1.1102230246251563e-16,2.775557561562892e-17,2.220446049250313e-16,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.3461538461538461,0.6538461538461535,-0.3076923076923074,0.5294117647058825,1.888888888888888,25.999999999999996,9.0,16.999999999999996,False,False,False,1.6279065094399115e-16,2.507236594037335e-16,2.498001805406602e-16,3.130356458463198e-16,1.010241949302089e-15,2.9724135207732003e-15,3.7682219008410606e-15,4.278033777464535e-15,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4411764705882349,0.5588235294117649,-0.11764705882353,0.7894736842105254,1.2666666666666686,68.00000000000003,29.99999999999999,38.00000000000004,False,False,False,2.916317306881066e-16,2.968679070818533e-16,5.522156442410455e-16,8.892186446356282e-16,1.4381566972608865e-15,7.062666122572625e-14,4.310365650355578e-14,3.542039502410295e-14,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5625000000000002,0.4374999999999996,0.1250000000000006,1.2857142857142874,0.7777777777777768,144.0000000000007,81.00000000000043,63.00000000000026,False,False,False,1.1105005456955141e-15,1.1102924113959267e-15,2.2021539388329187e-15,5.8125238456645184e-15,3.5155698988239907e-15,8.205461218296962e-13,4.2919369231446144e-13,4.436996615779689e-13,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4904942965779481,0.5095057034220519,-0.019011406844104,0.9626865671641838,1.0387596899224758,263.00000000000324,129.00000000000188,134.0000000000013,False,False,False,2.7366772358715468e-15,2.74451982133419e-15,5.461730403519272e-15,1.0530657056851958e-14,1.1355796145596632e-14,8.686178463434493e-12,4.488430466492268e-12,4.309236374032361e-12,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4904632152588571,0.5095367847411428,-0.0190735694822855,0.9625668449197926,1.038888888888882,366.9999999999758,179.99999999998872,186.99999999998707,False,False,False,5.669303081746737e-15,5.67860356017705e-15,1.1337616815467548e-14,2.185642581308148e-14,2.359300988609256e-14,5.3563691131357824e-11,2.6202802299266972e-11,2.752168431063078e-11,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5199999999999932,0.4800000000000066,0.0399999999999865,1.0833333333333042,0.9230769230769476,375.0000000001488,195.00000000007483,180.00000000007392,False,False,False,2.2440831741787337e-14,2.2439310914241127e-14,4.4865272589599634e-14,9.741337485727819e-14,8.297078168065827e-14,1.8920722447423514e-10,9.505052211207596e-11,9.476400203944164e-11,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5260869565217849,0.4739130434782149,0.0521739130435698,1.11009174311947,0.900826446280826,229.9999999994861,120.99999999974015,108.99999999974592,False,False,False,1.1740480402245232e-13,1.1739029526611133e-13,2.3478383238224615e-13,5.226856118174e-13,4.241577293888734e-13,9.480471147668915e-10,4.732067856137845e-10,4.749930355981475e-10,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5471698113193669,0.4528301886806331,0.0943396226387338,1.2083333333265651,0.827586206901187,53.00000000156031,29.0000000007802,24.00000000078011,False,False,False,3.392551608637902e-12,3.392551457131822e-12,6.785110530608494e-12,1.6544598637658118e-11,1.1331377286863254e-11,3.821619445892317e-09,1.911441570649666e-09,1.910207490842205e-09,,,,,,,,,,,,,,,,,,,,,,,,,
