,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
9,9,9,0.594880414064731,0.405119585935269,0.1897608281294621,-2060729018.2839973,0.6722253422612423,12.649999999897982,6.449999999955693,6.199999999942289,False,False,False,0.5700095717979409,0.570009571797941,1.140019143595882,8982509544.214048,0.9286626743972736,20.472603644884096,9.640928378533644,10.948059188745871,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,2.2911882472973155,-1.291188247297315,3.5823764945946315,114536190.10031892,1001305283.314675,2.7000000002569355,1.4000000001430934,1.300000000113842,False,False,False,7.472930418445311,7.472930418445311,14.945860836890622,499251676.016082,3041149968.1564736,7.007852738390036,3.527038417855421,3.565108694065075,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4910643747405713,0.5089356252594288,4.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,156.0,86.0,70.0,cx,20.0,10.0,False,False,900.0,900.0,17.59795594215393,125761.0,36765.0,88996.0,347749838.0,17.741697072982788,2024-11-10 23:12:13.548214
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4851388888888891,0.5148611111111109,-0.0297222222222215,1.1455952380952394,1.366666666666664,7.9,3.850000000000001,4.049999999999997,False,False,False,0.155509664584435,0.155509664584435,0.3110193291688701,0.7124318302910057,1.0325938214031656,4.0975602497095736,2.351063589101748,2.178875856950091,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4851394336872264,0.5148605663127735,-0.029721132625547,1.0602731092436908,1.165175865800872,16.599999999999977,7.549999999999973,9.050000000000008,False,False,False,0.1108534401974366,0.1108534401974367,0.2217068803948733,0.5634702724799951,0.4686281729754665,9.598958276813168,3.968311983702891,6.070214164261428,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.496634617456157,0.5033653825438431,-0.0067307650876858,1.0641108239792314,1.0865505899329653,29.750000000000068,14.54999999999995,15.200000000000117,False,False,False,0.0931574590875625,0.0931574590875625,0.1863149181751251,0.4311193118691677,0.3954333458226442,21.52875983423124,10.017359931638753,11.855800268223277,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5125143735649399,0.4874856264350602,0.0250287471298796,1.132615859650684,1.0154657173786403,41.99999999999683,20.94999999999793,21.049999999998896,False,False,False,0.0892857541167881,0.0892857541167881,0.1785715082335762,0.4591978764061978,0.3894342537606074,39.34717270655962,19.26518881298436,20.407045352034142,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4146984383619867,0.5853015616380133,-0.1706031232760266,0.8281568948324441,-58538989955.454834,49.50000000001226,24.500000000005528,25.00000000000672,False,False,False,0.164359348786963,0.164359348786963,0.3287186975739261,0.4438569292517737,255165541480.3219,55.02226821934008,29.165904751955274,26.02114524767013,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4920118455168218,0.5079881544831781,-0.0159763089663562,-1686684577.752885,-11016633138.66224,42.04999999997816,22.04999999998122,19.99999999999693,False,False,False,0.272646711059482,0.272646711059482,0.545293422118964,7352087629.298188,48020390552.20023,54.84293482302402,29.1212551240497,26.08064416384592,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4663402695304832,0.5336597304695169,-0.0673194609390337,1976650118.1786828,2795137222.090953,24.399999999834503,12.599999999928066,11.799999999906436,False,False,False,0.5512022333613134,0.5512022333613134,1.1024044667226267,8616018108.730185,12183720679.175783,36.79456481567595,20.35042997072697,17.139428228324782,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5767056737191607,0.4232943262808393,0.1534113474383211,0.5353370904070918,0.9037829349484544,6.600000000611327,3.350000000291223,3.250000000320104,False,False,False,0.5461079735234822,0.5461079735234822,1.0922159470469643,0.9418165217189028,1.612853794812359,12.253162857756296,6.806430783060372,5.638040440149935,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4786557127884702,0.5213442872115297,5.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,147.0,80.0,67.0,cx,20.0,10.0,False,False,900.0,900.0,11.892701387405396,124093.0,36741.0,87352.0,2843683941.0,12.064647912979126,2024-11-10 23:11:58.557612
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.548142135642136,0.451857864357864,0.0962842712842722,1.0571428571428587,12338629116084.434,5.85,2.950000000000001,2.8999999999999977,False,False,False,0.2404870264076636,0.2404870264076636,0.4809740528153273,0.6584467233585932,53782837418836.55,3.5252659474144616,1.7168284713389388,2.0712315177207965,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5045013794684833,0.4954986205315167,0.0090027589369663,14814472458456.408,1.2130192906508797,9.899999999999991,4.699999999999986,5.200000000000005,False,False,False,0.2402654011633289,0.2402654011633289,0.4805308023266579,62852483610450.734,0.9094718724310976,8.148005891014071,4.208325082500157,4.365775990588619,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.51318419640787,0.48681580359213,0.0263683928157399,-426477237439.0419,-918074494958.6104,16.699999999999854,8.549999999999855,8.149999999999997,False,False,False,0.2269953455287933,0.2269953455287933,0.4539906910575866,1858971179722.86,2770990281402.492,15.189140857863014,7.539728111808835,8.063963045550324,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4725021235719749,0.527497876428025,-0.0549957528560502,1.047586198995017,152148636060.8649,22.949999999999047,11.549999999999248,11.399999999999809,False,False,False,0.1491344775338281,0.1491344775338281,0.2982689550676563,0.6084401851256879,663200528982.0516,22.874603821704643,11.663940157595668,11.39912277326629,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5248325669958596,0.4751674330041403,0.049665133991719,0.2388515281860549,25773146546.66337,24.899999999999185,12.599999999998072,12.300000000001116,False,False,False,0.2742739816005633,0.2742739816005634,0.5485479632011266,2.088326905591462,112342541249.38058,27.69819488703127,14.759403781993642,13.1038162380298,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5567544559678248,0.4432455440321753,0.1135089119356493,10995116279.12124,-21146023354.446182,20.250000000025217,9.850000000003169,10.400000000022052,False,False,False,0.3893583869508172,0.3893583869508172,0.7787167739016344,47926600727.7213,149756684109.5184,26.18945398441413,12.665997789361857,13.676256797850185,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.6113930442707755,0.3886069557292245,0.2227860885415508,7597678027.996012,14268152413.487158,10.29999999990898,5.499999999950711,4.79999999995827,False,False,False,0.516684185392783,0.516684185392783,1.033368370785566,33117510726.946198,62193434474.97787,13.638548309786426,6.989277501962818,6.8088178122026015,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4584238452264163,0.5415761547735838,-0.0831523095471673,10.15797231541296,323118488.5696981,2.3000000002742533,1.2500000001423008,1.0500000001319525,False,False,False,0.6420110804517006,0.6420110804517006,1.284022160903401,40.025474760356495,1408440833.2141876,4.0877866869073385,2.233271143362905,2.0365411852070268,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4929676055559536,0.5070323944440464,6.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,146.0,80.0,66.0,cx,20.0,10.0,False,False,900.0,900.0,12.241098880767822,122818.0,36717.0,86101.0,1121168978.0,12.390998125076294,2024-11-10 23:12:45.317160
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5912100399600402,0.4087899600399597,0.1824200799200805,1.580026455026457,0.9099999999999978,5.699999999999999,3.250000000000001,2.449999999999997,False,False,False,0.2017916721294904,0.2017916721294903,0.4035833442589807,1.186327463815931,0.7049901496553741,3.0512292604784697,1.8131464364468728,1.9615045245933012,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4350579416769326,0.5649420583230673,-0.1298841166461347,1.051186868686861,1.7313257575757866,11.099999999999984,5.049999999999978,6.050000000000006,False,False,False,0.1675385961658254,0.1675385961658254,0.3350771923316509,1.083245626114534,1.286991367052765,8.496469855181038,4.352872614722376,4.727314248069411,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5085244454379686,0.4914755545620314,0.0170488908759372,1.1672168410259862,1.0960736485737004,17.450000000000028,8.849999999999959,8.600000000000069,False,False,False,0.1172174849632573,0.1172174849632573,0.2344349699265147,0.5911847569520577,0.5972645566406866,18.70153736995985,9.57744746788001,9.35093578204883,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5167355798514253,0.4832644201485748,0.0334711597028503,1005267773967.6685,-737489021948.3922,22.59999999999734,11.099999999998431,11.499999999998902,False,False,False,0.1908063246485183,0.1908063246485183,0.3816126492970366,4381860637918.044,3214640118647.879,31.809432563312008,15.852129194526652,16.06704702177672,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5353541965337126,0.4646458034662875,0.0707083930674251,862358757817.7927,1.1579467073403182,25.30000000001012,11.750000000004356,13.550000000005763,False,False,False,0.2143046080784414,0.2143046080784414,0.4286092161568829,3838820064743.751,0.8285866518101592,47.47114913292687,22.737359125456265,24.80418311495702,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.440638661436714,0.559361338563286,-0.1187226771265719,-3463028747.924396,0.640640933329989,18.39999999994297,9.599999999968928,8.799999999974043,False,False,False,0.2921481522849042,0.2921481522849042,0.5842963045698084,15094992355.240929,2.806846980906745,40.867346378233314,22.53752426508361,18.42444029000427,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4916670815909654,0.5083329184090346,-0.0166658368180691,1.6335505386078348,1954420133.3929272,6.90000000016804,3.3000000000777945,3.6000000000902466,False,False,False,0.4531644298766676,0.4531644298766676,0.9063288597533352,4.203937167031675,8519119850.263181,17.91619379216576,8.815327560521329,9.140021881810425,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.7113007550538385,0.2886992449461615,0.4226015101076769,-78270981.90405652,-120331646.60809764,0.549999999807093,0.2499999999091365,0.2999999998979566,False,False,False,1.4220368217355286,1.4220368217355286,2.844073643471057,341175303.2931365,524513491.55702513,1.7741194998632634,0.7664854857768146,1.1000000000252097,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5096039617836332,0.4903960382163668,7.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,151.0,71.0,80.0,cx,20.0,10.0,False,False,900.0,900.0,13.94180989265442,125086.0,36800.0,88286.0,1281646427.0,14.077520847320557,2024-11-10 23:12:34.020981
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5198989898989901,0.4801010101010098,0.0397979797979804,1.2883333333333349,1.062321428571427,7.349999999999999,3.900000000000001,3.4499999999999966,False,False,False,0.1307744043169596,0.1307744043169596,0.2615488086339192,0.8233080293007666,0.5777329897579393,2.4954959426935543,1.841195263952196,1.2835497652993426,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4566599453178387,0.5433400546821613,-0.0866801093643224,1.154123376623369,1.444515484515493,12.099999999999984,5.399999999999982,6.700000000000007,False,False,False,0.15601344506417,0.15601344506417,0.3120268901283399,1.2555964945242222,0.7992332849326493,6.941901756723441,3.5832945734337835,3.861346915261564,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5144732824506633,0.4855267175493368,0.0289465649013265,1.197475958734482,1.0463664374019157,20.699999999999992,9.89999999999997,10.800000000000027,False,False,False,0.112703889100453,0.112703889100453,0.2254077782009059,0.6206902538930354,0.4981392583583067,15.61761825631575,6.759437846448592,9.03659227806599,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4861271994720971,0.5138728005279027,-0.0277456010558055,1.018614936604037,1.1687400699464363,29.39999999999702,14.79999999999828,14.599999999998737,False,False,False,0.0990018892089851,0.0990018892089851,0.1980037784179702,0.3914643022815363,0.5740357353350398,25.890925051064773,12.971507237016034,13.08969059985644,,,,,,,,,,,,,,,,,,,,,,,,,,
