,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
17,17,0.49846833326629225,0.5015316667337067,-0.0030633334674145,0.993892043771902,1.0061454926280704,17111821344973.332,8529701064979.42,8582120279993.895,False,False,False,211,108,103,,,,,,,,,,,,,,,,,,,,,,
18,18,0.549579550699477,0.4504204493005225,0.09915910139895445,1.2201478675156576,0.8195727965628455,54609577347643.49,30012306982606.246,24597270365037.22,False,False,False,86,44,42,,,,,,,,,,,,,,,,,,,,,,
19,19,0.667987022277798,0.33201297772220306,0.335974044555595,2.011930457841037,0.4970350720139106,134633408373428.27,89933369558477.11,44700038814951.305,False,False,False,25,15,10,,,,,,,,,,,,,,,,,,,,,,
20,20,0.6896547882631989,0.3103452117367989,0.37930957652639996,2.222218233700635,0.45000080767707107,414631636578101.25,285952693531494.06,128678943046606.3,False,False,False,9,4,5,,,,,,,,,,,,,,,,,,,,,,
21,21,0.17614106728255183,0.8238589327174467,-0.6477178654348948,0.21380003334012734,4.677267745833946,1010764215879928.5,178037087756102.22,832727128123824.8,False,False,False,3,1,2,,,,,,,,,,,,,,,,,,,,,,
22,22,0.0,1.0,-1.0,0.0,,960051299479097.5,0.0,960051299479097.5,False,True,False,1,0,1,,,,,,,,,,,,,,,,,,,,,,
23,23,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
24,24,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
25,25,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
27,27,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
28,28,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
29,29,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
30,30,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
